Fold,Model,AUC,Brier,Slope,Imputation,Delta,Threshold
1,glmnet,0.5193877551020408,0.26046686597595237,0.19625891137418472,1,7,0
1,rf,0.5489795918367347,0.24882749548079286,0.4864151762188353,1,7,0
1,xgb,0.5867346938775511,0.245795402542188,0.5251839268379893,1,7,0
2,glmnet,0.521329365079365,0.24470119655254027,0.8188433726744425,1,7,0
2,rf,0.5248015873015873,0.27498555020026866,-0.21950204453887046,1,7,0
2,xgb,0.5376984126984127,0.2852016706142313,-0.18519109311836904,1,7,0
3,glmnet,0.6780753968253969,0.2342410362705968,2.46228317253955,1,7,0
3,rf,0.564484126984127,0.24899641317289445,0.3582192882202598,1,7,0
3,xgb,0.613095238095238,0.24326645909787217,0.530855902212025,1,7,0
4,glmnet,0.5386904761904762,0.24427284261015944,0.5677575825976245,1,7,0
4,rf,0.47817460317460314,0.2596005669893981,0.02844034967686321,1,7,0
4,xgb,0.5446428571428571,0.2626352313168774,0.10806113671267782,1,7,0
5,glmnet,0.5496031746031745,0.2499070107080508,0.39709405899120137,1,7,0
5,rf,0.5317460317460317,0.2543732112228492,0.21110687504401987,1,7,0
5,xgb,0.5337301587301587,0.26069468223650544,0.15088466056968544,1,7,0
1,glmnet,0.5,0.24613129565551706,NA,1,7,-5
1,rf,0.46726190476190477,0.2481801238665513,0.4114635243137683,1,7,-5
1,xgb,0.5793650793650793,0.24539842690839397,0.4456343469154222,1,7,-5
2,glmnet,0.5405405405405405,0.2480689525669661,-1.153117145768471,1,7,-5
2,rf,0.5805805805805806,0.29015416657461923,-0.3958258216862622,1,7,-5
2,xgb,0.5705705705705706,0.29416807390142835,-0.32670084176373837,1,7,-5
3,glmnet,0.5545267489711934,0.2530055110418826,-0.6973043318916625,1,7,-5
3,rf,0.5987654320987654,0.28459173638459356,-0.6497047647644035,1,7,-5
3,xgb,0.6172839506172839,0.30383672808156786,-0.6826924408804502,1,7,-5
4,glmnet,0.5426587301587301,0.2676197965625822,-0.32341292882814826,1,7,-5
4,rf,0.5446428571428571,0.26720800005061,-0.36394285272890836,1,7,-5
4,xgb,0.49702380952380953,0.2697302435674719,-0.25313110464922045,1,7,-5
5,glmnet,0.5069444444444444,0.25208668025348,0.15844201630150753,1,7,-5
5,rf,0.5287698412698413,0.2538275866318865,0.15372316293786972,1,7,-5
5,xgb,0.5158730158730159,0.2595800765909082,0.06640392647362425,1,7,-5
1,glmnet,0.4733333333333333,0.23981978803057014,-0.9610013467454607,1,7,-7
1,rf,0.5405128205128206,0.2451384694122088,0.21801866109449733,1,7,-7
1,xgb,0.5035897435897436,0.2619099741096824,-0.1304732923146516,1,7,-7
2,glmnet,0.5710059171597632,0.2485131335693301,-2.523222974125943,1,7,-7
2,rf,0.5818540433925049,0.27030367837560554,-0.5317151802707647,1,7,-7
2,xgb,0.5660749506903353,0.26993463904168674,-0.21019620142505896,1,7,-7
3,glmnet,0.5,0.23936026436941965,NA,1,7,-7
3,rf,0.5284210526315789,0.25501443495119425,-0.22809745060538797,1,7,-7
3,xgb,0.47789473684210526,0.24957195907977417,0.004083911329174301,1,7,-7
4,glmnet,0.5887179487179487,0.23529851064294877,0.8196717629361624,1,7,-7
4,rf,0.5497435897435897,0.24390745536724878,0.2843126964290855,1,7,-7
4,xgb,0.558974358974359,0.2488034460575319,0.10572451159573348,1,7,-7
5,glmnet,0.5494736842105263,0.23906535848948632,14.649491130008148,1,7,-7
5,rf,0.511578947368421,0.25317441778273414,-0.05695748314777417,1,7,-7
5,xgb,0.5336842105263158,0.25439591597920325,0.09311130172156702,1,7,-7
1,glmnet,0.5703211517165006,0.21847593586519817,2.3396025072209348,1,7,-10
1,rf,0.5348837209302325,0.22948690226776378,-0.024443525279045,1,7,-10
1,xgb,0.4894795127353267,0.23514445741635104,0.01853514373256644,1,7,-10
2,glmnet,0.5627906976744186,0.23622906101291885,-0.3495573209093146,1,7,-10
2,rf,0.5011627906976744,0.22871828829935617,0.11239848879665496,1,7,-10
2,xgb,0.5488372093023256,0.24119421587843173,-0.11407599351875175,1,7,-10
3,glmnet,0.5,0.2204659265667051,NA,1,7,-10
3,rf,0.5758582502768549,0.22005661075723942,0.3433733233577618,1,7,-10
3,xgb,0.540420819490587,0.23082106979027756,0.1796976174333044,1,7,-10
4,glmnet,0.5575858250276855,0.22619481597242902,-1.0398495228068836,1,7,-10
4,rf,0.5016611295681063,0.2438950086864434,-0.14714380049951056,1,7,-10
4,xgb,0.5359911406423035,0.25246098413523915,-0.11641094668488441,1,7,-10
5,glmnet,0.5725359911406424,0.2141400379203594,0.9547368988273071,1,7,-10
5,rf,0.6190476190476191,0.21262628593247482,0.728554382814149,1,7,-10
5,xgb,0.6212624584717608,0.21467739252972706,0.6695895371858805,1,7,-10
1,glmnet,0.6502463054187192,0.24230978492141322,0.5188448507885461,2,7,0
1,rf,0.6364532019704433,0.2374646625658245,0.7288328491697594,2,7,0
1,xgb,0.6216748768472906,0.24807928604985668,0.420754934326162,2,7,0
2,glmnet,0.7275510204081632,0.21019626462856061,1.2374983267116035,2,7,0
2,rf,0.6510204081632653,0.22587837692394455,1.3198248863772815,2,7,0
2,xgb,0.6846938775510204,0.22032771477213084,1.097239086234167,2,7,0
3,glmnet,0.5773399014778325,0.2567185914838677,0.35417399639791125,2,7,0
3,rf,0.4886699507389163,0.2764486853644568,0.04964800462535524,2,7,0
3,xgb,0.5221674876847291,0.2904555730360986,0.01232737867063268,2,7,0
4,glmnet,0.81871921182266,0.1833757818235255,2.2449857140970737,2,7,0
4,rf,0.6935960591133005,0.22137951153495475,1.2093101619028217,2,7,0
4,xgb,0.7152709359605911,0.21378508245003033,1.1415207380412769,2,7,0
5,glmnet,0.587192118226601,0.2515603304744545,0.4448756238902402,2,7,0
5,rf,0.49359605911330046,0.2730421208936653,-0.03725038873560644,2,7,0
5,xgb,0.5103448275862069,0.2794966664743208,0.03968035987490027,2,7,0
1,glmnet,0.6655592469545958,0.20692119372246978,0.742608917151537,2,7,-5
1,rf,0.6566998892580288,0.20667608073424776,0.9082566466964103,2,7,-5
1,xgb,0.6434108527131783,0.21056920759332654,0.6735018067174889,2,7,-5
2,glmnet,0.654485049833887,0.2093336202201927,0.692521172729427,2,7,-5
2,rf,0.6500553709856035,0.20850895722516882,0.8257367424521284,2,7,-5
2,xgb,0.6611295681063123,0.2056471885257512,0.9027112837307615,2,7,-5
3,glmnet,0.6267441860465116,0.2088846888090324,0.6265984227623553,2,7,-5
3,rf,0.6453488372093024,0.20562274960016003,0.6733626222479396,2,7,-5
3,xgb,0.6441860465116279,0.20676702194250735,0.5849522526514312,2,7,-5
4,glmnet,0.7331118493909191,0.19241555857514897,0.844323931500718,2,7,-5
4,rf,0.6533776301218162,0.21096384102092477,0.7363466972650197,2,7,-5
4,xgb,0.6267995570321152,0.21857511120931716,0.46660603436912784,2,7,-5
5,glmnet,0.5686600221483943,0.2190220944826229,0.6424468886880725,2,7,-5
5,rf,0.6135105204872646,0.21752515900917535,0.632502899855938,2,7,-5
5,xgb,0.6201550387596899,0.2144457697447138,0.631850320007076,2,7,-5
1,glmnet,0.5894736842105263,0.2096951525197017,0.4462202737708942,2,7,-7
1,rf,0.5064327485380117,0.22522470216541948,-0.10508827359073987,2,7,-7
1,xgb,0.5157894736842106,0.231113247151428,-0.12202597452092964,2,7,-7
2,glmnet,0.5802469135802469,0.20897490864694654,0.46660484924875045,2,7,-7
2,rf,0.6271604938271605,0.19496668316710664,0.7670849499424982,2,7,-7
2,xgb,0.6382716049382716,0.19150462786867992,0.7886314097095173,2,7,-7
3,glmnet,0.5719298245614035,0.22599425004568113,0.26749526197529333,2,7,-7
3,rf,0.5169590643274854,0.23191844497041283,-0.002600518673740075,2,7,-7
3,xgb,0.49473684210526314,0.23696692581889917,0.07461884235516492,2,7,-7
4,glmnet,0.5675057208237986,0.20825169255589357,0.4663997625129229,2,7,-7
4,rf,0.5949656750572082,0.20014113753959695,0.5310262888982206,2,7,-7
4,xgb,0.6052631578947368,0.20533343557782693,0.44441978685493205,2,7,-7
5,glmnet,0.691358024691358,0.18859061184374068,1.0378254251679635,2,7,-7
5,rf,0.5604938271604938,0.2108215436447294,0.41136104120261646,2,7,-7
5,xgb,0.5333333333333333,0.219861725566425,0.19498009339434053,2,7,-7
1,glmnet,0.4388888888888889,0.1969955250731851,0.21137752740866864,2,7,-10
1,rf,0.5527777777777778,0.19052374052675666,0.32738867926454235,2,7,-10
1,xgb,0.4944444444444444,0.2140461649058185,-0.06846552826348398,2,7,-10
2,glmnet,0.6802721088435374,0.1673436458964121,1.0923944549901403,2,7,-10
2,rf,0.6272108843537415,0.17234703978636165,0.7129094430169081,2,7,-10
2,xgb,0.6489795918367347,0.16948694829220604,0.7793618802118635,2,7,-10
3,glmnet,0.5285714285714286,0.17937245778815358,0.6365044582921593,2,7,-10
3,rf,0.6925170068027211,0.16624917191120503,1.077655762722217,2,7,-10
3,xgb,0.5782312925170068,0.17904370851464002,0.31713229391191833,2,7,-10
4,glmnet,0.601360544217687,0.18361460290508816,0.4644659626016643,2,7,-10
4,rf,0.5523809523809523,0.19111845109350345,-0.11471110985753447,2,7,-10
4,xgb,0.5020408163265306,0.19164520933870216,0.1140091016265332,2,7,-10
5,glmnet,0.5741496598639455,0.17730289433581825,1.2255936472252025,2,7,-10
5,rf,0.5700680272108843,0.18606632101520407,-0.09750836674874498,2,7,-10
5,xgb,0.5863945578231292,0.1791442801601304,0.2682775387295906,2,7,-10
1,glmnet,0.5,0.23178475122613218,0.15268937145985823,3,7,0
1,rf,0.5302226935312832,0.236049965677689,0.20244769549487035,3,7,0
1,xgb,0.5514316012725344,0.23905565108307433,0.30446287962529806,3,7,0
2,glmnet,0.5387062566277837,0.23602854036762821,0.4233048525422575,3,7,0
2,rf,0.4517497348886532,0.2332230523763684,0.4213426536730571,3,7,0
2,xgb,0.5524920466595971,0.23979281791829984,0.2854789512975614,3,7,0
3,glmnet,0.6595970307529162,0.21397144587497366,0.8706083810654119,3,7,0
3,rf,0.47613997879109227,0.24114587197825474,0.16890231333143763,3,7,0
3,xgb,0.5546129374337222,0.24003336292333008,0.2580379384610939,3,7,0
4,glmnet,0.6606574761399788,0.2173219746872165,0.7900945908686018,3,7,0
4,rf,0.5143160127253447,0.25022952041610985,0.0024878772136493602,3,7,0
4,xgb,0.5291622481442206,0.24976997568923284,0.17897956339849988,3,7,0
5,glmnet,0.4847826086956522,0.25301272266653907,-0.05097123836456202,3,7,0
5,rf,0.49130434782608695,0.24760767210349593,0.17995260555246087,3,7,0
5,xgb,0.5043478260869565,0.2607984777384056,0.01696010007025,3,7,0
1,glmnet,0.6129032258064516,0.23957916152175632,0.8153675638153239,3,7,-5
1,rf,0.6686217008797654,0.23227927099577547,1.3091651012037366,3,7,-5
1,xgb,0.6480938416422287,0.2278802511685117,1.1162943443959896,3,7,-5
2,glmnet,0.591796875,0.2452170651085209,0.5935959211402155,3,7,-5
2,rf,0.548828125,0.2623489912563445,0.14665215083828345,3,7,-5
2,xgb,0.6279296875,0.24167622683540887,0.6040099708955579,3,7,-5
3,glmnet,0.65625,0.2336685668811353,0.967566694916449,3,7,-5
3,rf,0.521484375,0.27345404944691926,-0.08738087103298975,3,7,-5
3,xgb,0.53125,0.2723575570466398,0.10718626642165266,3,7,-5
4,glmnet,0.6142578125,0.24438308145602552,0.5512661352607827,3,7,-5
4,rf,0.62109375,0.2407818550683368,0.7131290858535693,3,7,-5
4,xgb,0.6142578125,0.24682386248969035,0.4913037535093169,3,7,-5
5,glmnet,0.5514112903225806,0.2564675042524086,0.3336406765730207,3,7,-5
5,rf,0.5433467741935484,0.26094543749980914,0.1558185252061923,3,7,-5
5,xgb,0.5816532258064516,0.2639529257437385,0.24966054620081798,3,7,-5
1,glmnet,0.6389452332657201,0.23421340020010942,1.173570027166258,3,7,-7
1,rf,0.6389452332657201,0.23775980576321487,0.7919796026851034,3,7,-7
1,xgb,0.6754563894523327,0.23266935695528593,0.729664068259181,3,7,-7
2,glmnet,0.628095238095238,0.23965183648553143,2.275576408878499,3,7,-7
2,rf,0.5619047619047619,0.2507540696263512,0.4331958879339135,3,7,-7
2,xgb,0.5647619047619048,0.2591957284520327,0.3086110139269733,3,7,-7
3,glmnet,0.5375253549695741,0.25512033848422605,0.2722877825462266,3,7,-7
3,rf,0.5486815415821501,0.2580190327251699,0.14642368620380752,3,7,-7
3,xgb,0.5699797160243408,0.24986353785911952,0.3775113842349686,3,7,-7
4,glmnet,0.5205882352941177,0.2582005503696664,0.12653018472583186,3,7,-7
4,rf,0.5,0.27383442598702795,-0.04615078810349305,3,7,-7
4,xgb,0.5,0.28638761206486263,-0.13218549955305142,3,7,-7
5,glmnet,0.6620689655172414,0.22947554293706415,0.868227913732199,3,7,-7
5,rf,0.5793103448275863,0.25379177232845357,0.3189685890419914,3,7,-7
5,xgb,0.58128078817734,0.2590355284525792,0.2989654714920623,3,7,-7
1,glmnet,0.6746794871794871,0.22909843404152097,4.418195295955168,3,7,-10
1,rf,0.6901709401709402,0.2131720766473877,1.262849324884123,3,7,-10
1,xgb,0.7040598290598291,0.20643421216844632,1.549680479991021,3,7,-10
2,glmnet,0.49641025641025643,0.2438707597319904,-0.22627230084603991,3,7,-10
2,rf,0.5117948717948718,0.254166806651844,-0.008555859031977787,3,7,-10
2,xgb,0.5353846153846153,0.2527463888293187,0.19231356616769177,3,7,-10
3,glmnet,0.5466666666666666,0.2614164234699738,0.19072659420161356,3,7,-10
3,rf,0.6317948717948718,0.2285624466080384,0.687520652761434,3,7,-10
3,xgb,0.6041025641025641,0.24065895651305466,0.40669621106198495,3,7,-10
4,glmnet,0.641025641025641,0.23196060681533273,1.592119933909088,3,7,-10
4,rf,0.5169230769230769,0.24694738722753853,0.09158599851498554,3,7,-10
4,xgb,0.5292307692307692,0.2527279520564658,0.026424242785444117,3,7,-10
5,glmnet,0.5579487179487179,0.25959289204921737,-0.26479892347691975,3,7,-10
5,rf,0.5087179487179487,0.2653829027414626,-0.08627657628095566,3,7,-10
5,xgb,0.5210256410256411,0.2794908373374607,-0.11853327546133167,3,7,-10
1,glmnet,0.672008547008547,0.22461567729866977,0.5979171204493258,4,7,0
1,rf,0.6816239316239316,0.21623462346554895,0.8693239492553847,4,7,0
1,xgb,0.657051282051282,0.22688669964610916,0.563988806660291,4,7,0
2,glmnet,0.6875,0.20999244775916523,0.7232705236972655,4,7,0
2,rf,0.6416666666666667,0.2200712411360332,0.6597915538253686,4,7,0
2,xgb,0.678125,0.21352023154006314,0.6297644893461856,4,7,0
3,glmnet,0.7502564102564102,0.20069712340402485,2.384844794345277,4,7,0
3,rf,0.6820512820512821,0.22029304634672178,0.9365880729361389,4,7,0
3,xgb,0.7076923076923077,0.2125513895450191,0.960248563914124,4,7,0
4,glmnet,0.6861538461538461,0.2186853813887653,2.681516709912184,4,7,0
4,rf,0.718974358974359,0.20707910723010645,1.0495074910694633,4,7,0
4,xgb,0.7641025641025642,0.18826086200412154,1.3006045122277172,4,7,0
5,glmnet,0.7536458333333333,0.210665093877765,1.1560970257211567,4,7,0
5,rf,0.65625,0.22758048508482012,0.6704066869877247,4,7,0
5,xgb,0.696875,0.22144352562206243,0.6947680573311831,4,7,0
1,glmnet,0.71630859375,0.21047794188698715,1.8183128840313607,4,7,-5
1,rf,0.67578125,0.2257238953484486,0.8500132637742996,4,7,-5
1,xgb,0.681640625,0.22256060122848098,0.8130925894479148,4,7,-5
2,glmnet,0.7061491935483871,0.2123814172730393,1.7496024430852943,4,7,-5
2,rf,0.6713709677419355,0.22614811342907448,0.8515191443627359,4,7,-5
2,xgb,0.6784274193548387,0.22811979359501158,0.7474933609555624,4,7,-5
3,glmnet,0.65625,0.229970285911412,1.806272403729982,4,7,-5
3,rf,0.6904296875,0.22482759788853893,0.9183092488543042,4,7,-5
3,xgb,0.60546875,0.25430517715247897,0.4185258869024222,4,7,-5
4,glmnet,0.62158203125,0.24999194322404839,0.4876669224651634,4,7,-5
4,rf,0.595703125,0.2588697357509288,0.3394244439958602,4,7,-5
4,xgb,0.5947265625,0.2658729716436335,0.31702385613315276,4,7,-5
5,glmnet,0.7275390625,0.21183754186335418,1.0066530069759296,4,7,-5
5,rf,0.7900390625,0.1991608567239752,1.6997890709368606,4,7,-5
5,xgb,0.744140625,0.20821964065539628,1.0632582830222208,4,7,-5
1,glmnet,0.7656565656565657,0.2079974955729024,1.5183073138152565,4,7,-7
1,rf,0.7595959595959596,0.2183184066477962,1.1236345547716702,4,7,-7
1,xgb,0.7222222222222222,0.2299554917751277,0.8412005293535636,4,7,-7
2,glmnet,0.6285578747628083,0.23172567703520658,0.7998514730425611,4,7,-7
2,rf,0.5939278937381404,0.2579933939993987,0.35215003949705975,4,7,-7
2,xgb,0.5958254269449715,0.2652494738233571,0.3202646551529804,4,7,-7
3,glmnet,0.7725490196078432,0.19523001871235063,1.4171212193867635,4,7,-7
3,rf,0.7666666666666667,0.20350389515138262,1.6912343519221078,4,7,-7
3,xgb,0.7617647058823529,0.19863921984106908,1.2774603997479062,4,7,-7
4,glmnet,0.6313725490196078,0.23263961004523045,1.2624343686531327,4,7,-7
4,rf,0.7401960784313726,0.20730236116744752,1.1101789097827335,4,7,-7
4,xgb,0.7009803921568627,0.22470895033573315,0.712797632189905,4,7,-7
5,glmnet,0.6515151515151515,0.23690264943669395,0.5934741431573428,4,7,-7
5,rf,0.6757575757575758,0.22544535093735002,0.8728939992884799,4,7,-7
5,xgb,0.698989898989899,0.21923198412649708,0.8380912246459641,4,7,-7
1,glmnet,0.6850198412698413,0.21170108482352004,0.9239755543020797,4,7,-10
1,rf,0.7132936507936508,0.21824144415485544,0.9215792364689677,4,7,-10
1,xgb,0.7132936507936508,0.21785081899676825,0.7871954400346858,4,7,-10
2,glmnet,0.6714285714285715,0.21988813702645582,1.350981135150458,4,7,-10
2,rf,0.7071428571428572,0.21872722830436167,0.7348688192867185,4,7,-10
2,xgb,0.7387755102040816,0.21655682377646632,0.658148698030263,4,7,-10
3,glmnet,0.7785714285714285,0.2010264793530113,2.9718945631646556,4,7,-10
3,rf,0.7928571428571428,0.19035572562705633,1.3340148186192415,4,7,-10
3,xgb,0.8255102040816327,0.1763080210404454,1.384469077095853,4,7,-10
4,glmnet,0.7021072796934865,0.2087133916340376,0.9122837989005553,4,7,-10
4,rf,0.7222222222222222,0.216093351221494,0.8159048493478833,4,7,-10
4,xgb,0.7365900383141762,0.21027199677511005,0.7580379376012653,4,7,-10
5,glmnet,0.7078817733990147,0.2128408380671809,1.8150529897199623,4,7,-10
5,rf,0.7261083743842365,0.20788968383378453,0.9592493204033938,4,7,-10
5,xgb,0.716256157635468,0.20879448550563748,0.8035914243006707,4,7,-10
1,glmnet,0.611328125,0.24721361573482442,0.4843553082964882,5,7,0
1,rf,0.6435546875,0.23444394377497157,0.7994534909066795,5,7,0
1,xgb,0.640625,0.23582462341442356,0.683988713969368,5,7,0
2,glmnet,0.654296875,0.22923250840423512,0.8898396415919304,5,7,0
2,rf,0.6416015625,0.2376709630326047,0.7021112726338042,5,7,0
2,xgb,0.6396484375,0.23976498942796545,0.5624183046366075,5,7,0
3,glmnet,0.6484375,0.2391880056859662,0.5808961817051611,5,7,0
3,rf,0.6640625,0.226666036036976,1.1325401257136447,5,7,0
3,xgb,0.666015625,0.23183938100313203,0.7273596861046026,5,7,0
4,glmnet,0.5604838709677419,0.2485779942148559,1.2551936240405137,5,7,0
4,rf,0.5645161290322581,0.25465082539856115,0.3929084006702074,5,7,0
4,xgb,0.5655241935483871,0.2573774480443185,0.3888158737739858,5,7,0
5,glmnet,0.53857421875,0.24893907531878703,1.2880656127667243,5,7,0
5,rf,0.5419921875,0.2611617469864875,0.2841604999664403,5,7,0
5,xgb,0.5556640625,0.2636325142790852,0.2536156312928559,5,7,0
1,glmnet,0.5657596371882085,0.23418637385957078,-0.22230774872547313,5,7,-5
1,rf,0.4965986394557823,0.24013369014237063,0.08657218499960863,5,7,-5
1,xgb,0.5192743764172335,0.2495139673223093,0.0917063111257219,5,7,-5
2,glmnet,0.6060606060606061,0.23721003306789723,0.35156787765423836,5,7,-5
2,rf,0.5627705627705628,0.2302355379861912,0.37500591853787857,5,7,-5
2,xgb,0.5952380952380952,0.22571788583607538,0.4785422523838321,5,7,-5
3,glmnet,0.6266233766233766,0.21353744703000585,0.9788619867782888,5,7,-5
3,rf,0.6233766233766234,0.21877241444682366,0.8750067128821215,5,7,-5
3,xgb,0.6558441558441559,0.21312054571690986,1.001301209063021,5,7,-5
4,glmnet,0.6320346320346321,0.21387721300216891,0.936980423326211,5,7,-5
4,rf,0.5768398268398268,0.22283837160535447,0.64567444829887,5,7,-5
4,xgb,0.6255411255411255,0.21535686389308362,0.7088248446607938,5,7,-5
5,glmnet,0.6331168831168831,0.21234069639148961,0.9892343185072362,5,7,-5
5,rf,0.6937229437229437,0.20066952603672283,1.8967581462597616,5,7,-5
5,xgb,0.6233766233766234,0.21440128630284472,0.7445832745139451,5,7,-5
1,glmnet,0.62,0.19841410331913592,1.3011328865969742,5,7,-7
1,rf,0.5688888888888889,0.20861529500241552,0.7989273901380405,5,7,-7
1,xgb,0.6277777777777778,0.2034371667975726,0.8231544665683657,5,7,-7
2,glmnet,0.5478468899521531,0.22232693075980095,0.2238102133187716,5,7,-7
2,rf,0.5442583732057416,0.21611900084348648,0.3265596315848791,5,7,-7
2,xgb,0.5,0.22721416608949868,0.05779338606880266,5,7,-7
3,glmnet,0.6,0.22309874058763451,0.3600190590265989,5,7,-7
3,rf,0.5931818181818181,0.21917346173718488,0.38642000555566547,5,7,-7
3,xgb,0.6147727272727272,0.22463498040612795,0.30568520069695443,5,7,-7
4,glmnet,0.5992822966507176,0.20916079038870686,0.5635797127936861,5,7,-7
4,rf,0.5442583732057416,0.21751667899761645,0.29794643938404974,5,7,-7
4,xgb,0.5263157894736842,0.22109321892186787,0.23559435173698273,5,7,-7
5,glmnet,0.5801136363636363,0.2124512205720967,2.964821243502722,5,7,-7
5,rf,0.6806818181818182,0.19845035105487302,1.3784543641582152,5,7,-7
5,xgb,0.5431818181818182,0.21712086968409336,0.4386653978806191,5,7,-7
1,glmnet,0.6245306633291614,0.1872763262355609,1.391192673327728,5,7,-10
1,rf,0.5957446808510638,0.19464357358849457,0.5620457440164529,5,7,-10
1,xgb,0.5306633291614519,0.2032815956470499,0.25157539401626366,5,7,-10
2,glmnet,0.5031289111389237,0.19903354236784263,0.13259967483163487,5,7,-10
2,rf,0.5193992490613266,0.2119252345799348,-0.12059979380955506,5,7,-10
2,xgb,0.5356695869837297,0.20251208158298586,0.1468742569056464,5,7,-10
3,glmnet,0.5481852315394242,0.1995995986872069,0.3069099292992596,5,7,-10
3,rf,0.4993742177722153,0.20602148053608235,0.13972685350152894,5,7,-10
3,xgb,0.5506883604505632,0.19980141680050473,0.3638614031438839,5,7,-10
4,glmnet,0.5807291666666666,0.18685442982717448,0.7309659921026919,5,7,-10
4,rf,0.50390625,0.2020171428226352,-0.09804189133858666,5,7,-10
4,xgb,0.48958333333333337,0.21486967997606746,-0.12060641299233638,5,7,-10
5,glmnet,0.6077127659574468,0.18358089872926067,0.8364178456539798,5,7,-10
5,rf,0.6143617021276596,0.1892103222169217,0.6324012635600256,5,7,-10
5,xgb,0.5452127659574468,0.20279615777400595,0.2508333849226117,5,7,-10
1,glmnet,0.7217217217217217,0.21360980445438033,1.0704155311267247,6,7,0
1,rf,0.6956956956956957,0.22145593159213156,0.9620250089837183,6,7,0
